id,problemText,input,output
698,"A tree is an undirected connected graph without cycles. Let's consider a rooted undirected tree with  n vertices, numbered 1 through  n. There are many ways to represent such a tree.       One way is to create an array with  n integers  p 1, p 2, ..., p  n, where  p  i denotes a parent of vertex  i (here, for convenience a root is considered its       own parent). Given a sequence  p 1, p 2, ..., p  n, one is able to restore a tree: A sequence  p 1, p 2, ..., p  n is called valid if the described       procedure generates some (any) rooted tree. For example, for  n = 3 sequences (1,2,2), (2,3,1) and (2,1,3) are not valid. You are given a sequence  a 1, a 2, ..., a  n, not necessarily valid. Your task is to       change the minimum number of elements, in order to get a valid       sequence. Print the minimum number of changes and an example of a       valid sequence after that number of changes. If there are many       valid sequences achievable in the minimum number of changes, print       any of them.","The first line of the input contains an integer  n (2 ≤ n ≤ 200 000) — the number of       vertices in the tree. The second line contains  n integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ n).","In the first line print the minimum number of elements to change,       in order to get a valid sequence. In the second line, print any valid sequence possible to get from         (a 1, a 2, ..., a  n) in the minimum number of changes. If       there are many such sequences, any of them will be accepted.","In the first sample, it's enough to change one element. In the       provided output, a sequence represents a tree rooted in a vertex         4 (because  p 4 = 4), which you can see       on the left drawing below. One of other correct solutions would be       a sequence 2 3 3 2,       representing a tree rooted in vertex 3 (right drawing below). On both drawings,       roots are painted red. In the second sample, the given sequence is already valid."
699,"You are given a description of a depot. It is a rectangular       checkered field of  n × m size. Each cell in a field can be       empty (""."") or it       can be occupied by a wall (""*"").  You have one bomb. If you lay the bomb at the cell (x, y), then after       triggering it will wipe out all walls in the row  x and all walls in the column  y. You are to determine if it is possible to wipe out all walls in       the depot by placing and triggering exactly one bomb. The bomb can       be laid both in an empty cell or in a cell occupied by a wall.","The first line contains two positive integers  n and  m (1 ≤ n, m ≤ 1000) — the       number of rows and columns in the depot field.  The next  n lines contain  m symbols ""."" and ""*"" each — the description of       the field.  j-th symbol in  i-th of them stands for cell (i, j). If the symbol is       equal to ""."",       then the corresponding cell is empty, otherwise it equals         ""*"" and the       corresponding cell is occupied by a wall.","If it is impossible to wipe out all walls by placing and       triggering exactly one bomb, then print ""NO"" in the first line       (without quotes). Otherwise print ""YES"" (without quotes) in the       first line and two integers in the second line — the coordinates       of the cell at which the bomb should be laid. If there are       multiple answers, print any of them.",
700,"Treeland is a country in which there are  n towns connected by  n - 1 two-way road such that it's possible to get       from any town to any other town.  In Treeland there are 2k       universities which are located in different towns.  Recently, the president signed the decree to connect universities       by high-speed network.The Ministry of Education understood the       decree in its own way and decided that it was enough to connect       each university with another one by using a cable. Formally, the       decree will be done!  To have the maximum sum in the budget, the Ministry decided to       divide universities into pairs so that the total length of the       required cable will be maximum. In other words, the total distance       between universities in  k pairs should be as large as possible.  Help the Ministry to find the maximum total distance. Of course,       each university should be present in only one pair. Consider that       all roads have the same length which is equal to 1. ","The first line of the input contains two integers  n and  k (2 ≤ n ≤ 200 000, 1 ≤ k ≤ n / 2) — the number       of towns in Treeland and the number of university pairs. Consider       that towns are numbered from 1 to          n.  The second line contains 2k       distinct integers  u 1, u 2, ..., u 2k (1 ≤ u  i ≤ n) — indices of towns in which       universities are located.  The next  n - 1 line contains the description of roads. Each       line contains the pair of integers  x  j and  y  j (1 ≤ x  j, y  j ≤ n), which means that the  j-th road connects towns  x  j and  y  j. All of them are two-way roads. You can       move from any town to any other using only these roads. ",Print the maximum possible sum of distances in the division of       universities into  k pairs.,"The figure below shows one of possible division into pairs in the       first test. If you connect universities number 1 and 6       (marked in red) and universities number 2 and 5       (marked in blue) by using the cable, the total distance will equal         6 which will be the maximum sum in       this example. "
701,"Vasya has the square chessboard of size  n × n and  m rooks. Initially the chessboard is empty. Vasya       will consequently put the rooks on the board one after another. The cell of the field is under rook's attack, if there is at       least one rook located in the same row or in the same column with       this cell. If there is a rook located in the cell, this cell is       also under attack. You are given the positions of the board where Vasya will put       rooks. For each rook you have to determine the number of cells       which are not under attack       after Vasya puts it on the board.","The first line of the input contains two integers  n and  m (1 ≤ n ≤ 100 000, 1 ≤ m ≤ min(100 000, n 2)) — the size of the       board and the number of rooks.  Each of the next  m lines contains integers  x  i and  y  i (1 ≤ x  i, y  i ≤ n) — the number of the row and       the number of the column where Vasya will put the  i-th rook. Vasya puts rooks on the board in the       order they appear in the input. It is guaranteed that any cell       will contain no more than one rook.","Print  m integer, the  i-th of them should be equal to the number of       cells that are not under attack after first  i rooks are put.",On the picture below show the state of the board after put each       of the three rooks. The cells which painted with grey color is not       under the attack.
702,"You are given  n integers  a 1, a 2, ..., a  n. Find the number of pairs of indexes          i, j ( i < j) that  a  i + a  j is a power of 2 (i. e. some integer  x exists so that  a  i + a  j = 2 x).","The first line contains the single positive integer  n (1 ≤ n ≤ 105) — the number of integers. The second line contains  n positive integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109).","Print the number of pairs of indexes  i, j ( i < j) that  a  i + a  j is a power of 2.","In the first example the following pairs of indexes include in       answer: (1, 4) and (2, 4). In the second example all pairs of indexes (i, j) (where  i < j) include in answer."
703,"Little Mishka is a great traveller and she visited many       countries. After thinking about where to travel this time, she       chose XXX — beautiful, but little-known northern country. Here are some interesting facts about XXX: Mishka started to gather her things for a trip, but didn't still       decide which route to follow and thus she asked you to help her       determine summary price of passing each of the roads in XXX.       Formally, for every pair of cities  a and  b ( a < b), such that there is a road       between  a and  b you are to find sum of products  c  a·c  b. Will you help her?","The first line of the input contains two integers  n and  k (3 ≤ n ≤ 100 000, 1 ≤ k ≤ n) —       the number of cities in XXX and the number of capital cities among them. The second line of the input contains  n integers  c 1, c 2, ..., c  n (1 ≤ c  i ≤ 10 000) — beauty values of the cities. The third line of the input contains  k distinct integers  id 1, id 2, ..., id  k (1 ≤ id  i ≤ n) — indices of capital cities.       Indices are given in ascending order.",Print the only integer — summary price of passing each of the       roads in XXX.,This image describes first sample case:   It is easy to see that summary price is equal to 17. This image describes second sample case:   It is easy to see that summary price is equal to 71.
704,"Scott Lang is at war with Darren Cross. There are  n chairs in a hall where they are, numbered with         1, 2, ..., n from left to       right. The  i-th chair is located at coordinate  x  i. Scott is on chair number  s and Cross is on chair number  e. Scott can jump to all other chairs (not only       neighboring chairs). He wants to start at his position (chair       number  s), visit each chair exactly once and end up on       chair number  e with Cross.  As we all know, Scott can shrink or grow big (grow big only to       his normal size), so at any moment of time he can be either small       or large (normal). The thing is, he can only shrink or grow big       while being on a chair (not in the air while jumping to another       chair). Jumping takes time, but shrinking and growing big takes no       time. Jumping from chair number  i to chair number  j takes |x  i - x  j| seconds. Also, jumping off a chair and       landing on a chair takes extra amount of time.  If Scott wants to jump to a chair on his left, he can only be       small, and if he wants to jump to a chair on his right he should       be large. Jumping off the  i-th chair takes: Also, landing on  i-th chair takes: In simpler words, jumping from  i-th chair to  j-th chair takes exactly: Given values of  x,  a,  b,  c,  d find the minimum time Scott can get to Cross,       assuming he wants to visit each chair exactly once.","The first line of the input contains three integers  n, s and  e (2 ≤ n ≤ 5000, 1 ≤ s, e ≤ n, s ≠ e) —       the total number of chairs, starting and ending positions of Scott. The second line contains  n integers  x 1, x 2, ..., x  n (1 ≤ x 1 < x 2 < ... < x  n ≤ 109). The third line contains  n integers  a 1, a 2, ..., a  n (1 ≤ a 1, a 2, ..., a  n ≤ 109). The fourth line contains  n integers  b 1, b 2, ..., b  n (1 ≤ b 1, b 2, ..., b  n ≤ 109). The fifth line contains  n integers  c 1, c 2, ..., c  n (1 ≤ c 1, c 2, ..., c  n ≤ 109). The sixth line contains  n integers  d 1, d 2, ..., d  n (1 ≤ d 1, d 2, ..., d  n ≤ 109).",Print the minimum amount of time Scott needs to get to the Cross       while visiting each chair exactly once.,"In the sample testcase, an optimal solution would be .       Spent time would be 17 + 24 + 23 + 20 + 33 + 22 = 139."
705,"Peter Parker wants to play a game with Dr. Octopus. The game is       about cycles. Cycle is a       sequence of vertices, such that first one is connected with the       second, second is connected with third and so on, while the last       one is connected with the first one again. Cycle may consist of a       single isolated vertex. Initially there are  k cycles,  i-th of them consisting of exactly  v  i vertices. Players play alternatively.       Peter goes first. On each turn a player must choose a cycle with       at least 2 vertices (for example,          x vertices) among all available cycles and replace       it by two cycles with  p and  x - p vertices where 1 ≤ p < x is chosen by       the player. The player who cannot make a move loses the game (and       his life!). Peter wants to test some configurations of initial cycle sets       before he actually plays with Dr. Octopus. Initially he has an       empty set. In the  i-th test he adds a cycle with  a  i vertices to the set (this is actually a       multiset because it can contain two or more identical cycles).       After each test, Peter wants to know that if the players begin the       game with the current set of cycles, who wins?  Peter is pretty good at math, but now he asks you to help.","The first line of the input contains a single integer  n (1 ≤ n ≤ 100 000) — the number of       tests Peter is about to make. The second line contains  n space separated integers  a 1, a 2, ..., a  n (1 ≤ a  i ≤ 109),          i-th of them stands for the number of vertices in       the cycle added before the  i-th test.",Print the result of all tests in order they are performed. Print         1 if the player who moves       first wins or 2 otherwise.,"In the first sample test: In Peter's first test, there's only one cycle with 1 vertex. First player cannot make a move       and loses. In his second test, there's one cycle with 1 vertex and one with 2. No one can make a move on the cycle       with 1 vertex. First player can       replace the second cycle with two cycles of 1 vertex and second player can't make any       move and loses. In his third test, cycles have 1,         2 and 3 vertices. Like last test, no one can       make a move on the first cycle. First player can replace the third       cycle with one cycle with size 1 and       one with size 2. Now cycles have         1, 1, 2, 2 vertices. Second player's only move is       to replace a cycle of size 2 with         2 cycles of size 1. And cycles are 1, 1, 1, 1, 2. First player replaces the last cycle       with 2 cycles with size 1 and wins. In the second sample test: Having cycles of size 1 is like not       having them (because no one can make a move on them).  In Peter's third test: There a cycle of size 5 (others don't matter). First player has       two options: replace it with cycles of sizes 1 and 4 or         2 and 3. So, either way first player loses."
706,"Vasiliy likes to rest after a hard work, so you may often meet       him in some bar nearby. As all programmers do, he loves the famous       drink ""Beecola"",       which can be bought in  n different shops in the city. It's known that the       price of one bottle in the shop  i is equal to  x  i coins. Vasiliy plans to buy his favorite drink for  q consecutive days. He knows, that on the  i-th day he will be able to spent  m  i coins. Now, for each of the days he want       to know in how many different shops he can buy a bottle of         ""Beecola"".",The first line of the input contains a single integer  n (1 ≤ n ≤ 100 000) — the number of       shops in the city that sell Vasiliy's favourite drink. The second line contains  n integers  x  i (1 ≤ x  i ≤ 100 000) — prices of the bottles of       the drink in the  i-th shop. The third line contains a single integer  q (1 ≤ q ≤ 100 000) — the number of       days Vasiliy plans to buy the drink. Then follow  q lines each containing one integer  m  i (1 ≤ m  i ≤ 109) —       the number of coins Vasiliy can spent on the  i-th day.,Print  q integers. The  i-th of them should be equal to the number of       shops where Vasiliy will be able to buy a bottle of the drink on       the  i-th day.,"On the first day, Vasiliy won't be able to buy a drink in any of       the shops. On the second day, Vasiliy can buy a drink in the shops 1, 2, 3 and 4. On the third day, Vasiliy can buy a drink only in the shop number         1. Finally, on the last day Vasiliy can buy a drink in any shop."
707,"Masha wants to open her own bakery and bake muffins in one of the          n cities numbered from 1 to  n. There are  m bidirectional roads, each of whose connects some       pair of cities. To bake muffins in her bakery, Masha needs to establish flour       supply from some storage. There are only  k storages, located in different cities numbered          a 1, a 2, ..., a  k. Unforunately the law of the country Masha lives in prohibits       opening bakery in any of the cities which has storage located in       it. She can open it only in one of another  n - k cities, and, of course, flour       delivery should be paid — for every kilometer of path between       storage and bakery Masha should pay 1 ruble. Formally, Masha will pay  x roubles, if she will open the bakery in some       city  b ( a  i ≠ b for every 1 ≤ i ≤ k) and choose a       storage in some city  s ( s = a  j for some 1 ≤ j ≤ k) and  b and  s are connected by some path of roads of summary       length  x (if there are more than one path, Masha is able       to choose which of them should be used). Masha is very thrifty and rational. She is interested in a city,       where she can open her bakery (and choose one of  k storages and one of the paths between city with       bakery and city with storage) and pay minimum possible amount of       rubles for flour delivery. Please help Masha find this amount.","The first line of the input contains three integers  n,  m and  k (1 ≤ n, m ≤ 105, 0 ≤ k ≤ n) — the number of       cities in country Masha lives in, the number of roads between them       and the number of flour storages respectively. Then  m lines follow. Each of them contains three       integers  u,  v and  l (1 ≤ u, v ≤ n, 1 ≤ l ≤ 109,  u ≠ v) meaning that there is a road between       cities  u and  v of length of  l kilometers . If  k > 0, then the last line of the input contains          k distinct integers  a 1, a 2, ..., a  k (1 ≤ a  i ≤ n) — the number of cities       having flour storage located in. If  k = 0 then this line is not presented in the input.","Print the minimum possible amount of rubles Masha should pay for       flour delivery in the only line. If the bakery can not be opened (while satisfying conditions) in       any of the  n cities, print  - 1       in the only line.",Image illustrates the first sample case. Cities with storage         located in and the road representing the answer are darkened. 
708,"For each string  s consisting of characters '0' and '1' one can define four integers          a 00,  a 01,  a 10 and  a 11, where  a  xy is the number of subsequences of length 2 of the string  s equal to the sequence {x, y}.  In these problem you are given four integers  a 00,  a 01,  a 10,  a 11 and have to find any       non-empty string  s that matches them, or determine that there is no       such string. One can prove that if at least one answer exists,       there exists an answer of length no more than 1 000 000.","The only line of the input contains four non-negative integers          a 00,  a 01,  a 10 and  a 11. Each of them doesn't       exceed 109.","If there exists a non-empty string that matches four integers       from the input, print it in the only line of the output.       Otherwise, print ""Impossible"". The length of       your answer must not exceed 1 000 000.",
709,"Vasya takes part in the orienteering competition. There are  n checkpoints located along the line at       coordinates  x 1, x 2, ..., x  n. Vasya starts at the point with       coordinate  a. His goal is to visit at least  n - 1 checkpoint in order to finish the       competition. Participant are allowed to visit checkpoints in       arbitrary order. Vasya wants to pick such checkpoints and the order of visiting       them that the total distance travelled is minimized. He asks you       to calculate this minimum possible value.","The first line of the input contains two integers  n and  a (1 ≤ n ≤ 100 000,  - 1 000 000 ≤ a ≤ 1 000 000) — the       number of checkpoints and Vasya's starting position respectively. The second line contains  n integers  x 1, x 2, ..., x  n ( - 1 000 000 ≤ x  i ≤ 1 000 000) — coordinates of the checkpoints.",Print one integer — the minimum distance Vasya has to travel in       order to visit at least  n - 1 checkpoint.,In the first sample Vasya has to visit at least two checkpoints.       The optimal way to achieve this is the walk to the third       checkpoints (distance is 12 - 10 = 2) and then proceed to the       second one (distance is 12 - 7 = 5).       The total distance is equal to 2 + 5 = 7. In the second sample it's enough to visit only one checkpoint so       Vasya should just walk to the point  - 10.
710,You are given  n points on a line with their coordinates  x  i. Find the point  x so the sum of distances to the given points is minimal.,The first line contains integer  n (1 ≤ n ≤ 3·105) — the number of points on the line. The second line contains  n integers  x  i ( - 109 ≤ x  i ≤ 109) —       the coordinates of the given  n points.,Print the only integer  x — the position of the optimal point on the line.       If there are several optimal points print the position of the       leftmost one. It is guaranteed that the answer is always the integer.,
711,"ZS the Coder and Chris the Baboon arrived at the entrance of       Udayland. There is a  n × n magic grid on the entrance which is       filled with integers. Chris noticed that exactly one of the cells       in the grid is empty, and to enter Udayland, they need to fill a         positive integer into the       empty cell. Chris tried filling in random numbers but it didn't work. ZS the       Coder realizes that they need to fill in a positive integer such       that the numbers in the grid form a magic square. This means that       he has to fill in a positive integer so that the sum of the       numbers in each row of the grid (),       each column of the grid (),       and the two long diagonals of the grid (the main diagonal —        and the secondary diagonal — )       are equal.  Chris doesn't know what number to fill in. Can you help Chris       find the correct positive integer to fill in or determine that it       is impossible?","The first line of the input contains a single integer  n (1 ≤ n ≤ 500) — the number of rows       and columns of the magic grid.   n lines follow, each of them contains  n integers. The  j-th number in the  i-th of them denotes  a  i, j (1 ≤ a  i, j ≤ 109 or  a  i, j = 0), the number in the  i-th row and  j-th column of the magic grid. If the       corresponding cell is empty,  a  i, j will be equal to 0. Otherwise,  a  i, j is positive. It is guaranteed that there is exactly one pair of integers  i, j (1 ≤ i, j ≤ n) such       that  a  i, j = 0.","Output a single integer, the positive integer  x (1 ≤ x ≤ 1018) that should be filled in the       empty cell so that the whole grid becomes a magic square. If such       positive integer  x does not exist, output  - 1 instead. If there are multiple solutions, you may print any of them.","In the first sample case, we can fill in 9 into the empty cell to make the       resulting grid a magic square. Indeed,  The sum of numbers in each row is:  4 + 9 + 2 = 3 + 5 + 7 = 8 + 1 + 6 = 15. The sum of numbers in each column is:  4 + 3 + 8 = 9 + 5 + 1 = 2 + 7 + 6 = 15. The sum of numbers in the two diagonals is:  4 + 5 + 6 = 2 + 5 + 8 = 15. In the third sample case, it is impossible to fill a number in       the empty square such that the resulting grid is a magic square."
712,"Memory is performing a walk on the two-dimensional plane,       starting at the origin. He is given a string  s with his directions for motion: But now Memory wants to end at the origin. To do this, he has a       special trident. This trident can replace any character in  s with any of 'L', 'R', 'U', or 'D'. However, because he doesn't       want to wear out the trident, he wants to make the minimum number       of edits possible. Please tell Memory what is the minimum number       of changes he needs to make to produce a string that, when walked,       will end at the origin, or if there is no such string.",The first and only line contains the string  s (1 ≤ |s| ≤ 100 000) — the       instructions Memory is given.,"If there is a string satisfying the conditions, output a single       integer — the minimum number of edits required. In case it's not       possible to change the sequence in such a way that it will bring       Memory to to the origin, output -1.","In the first sample test, Memory is told to walk right, then       right, then up. It is easy to see that it is impossible to edit       these instructions to form a valid walk. In the second sample test, Memory is told to walk up, then down,       then up, then right. One possible solution is to change  s to ""LDUR"". This string uses 1       edit, which is the minimum possible. It also ends at the origin."
713,"Filya just learned new geometry object — rectangle. He is given a       field consisting of  n × n unit cells. Rows are numbered from       bottom to top with integer from 1 to          n. Columns are numbered from left to right with       integers from 1 to  n. Cell, located at the intersection of the row          r and column  c is denoted as (r, c). Filya has painted       two rectangles, such that their sides are parallel to coordinate       axes and each cell lies fully inside or fully outside each of       them. Moreover, no cell lies in both rectangles. Later, hedgehog Filya became interested in the location of his       rectangles but was unable to find the sheet of paper they were       painted on. They were taken by Sonya and now she wants to play a       little game with Filya. He tells her a query rectangle and she       replies with the number of initial rectangles that lie fully inside the given query       rectangle. The query rectangle should match the same conditions as       initial rectangles. Rectangle lies fully inside the query if each       o its cells lies inside the query. Filya knows Sonya really well, so is sure that if he asks more       than 200 questions she will stop to reply. To flush you can use (just after printing an integer and       end-of-line):  You will get the Wrong       Answer verdict if you ask more than 200 queries, or if you print an incorrect coordinates. You will get the Idleness Limit       Exceeded verdict if you don't print anything (but you       should) or if you forget about flushing the output (more info below).  Hacking. The first line should contain an integer  n (2 ≤ n ≤ 216). The second line should contain four integers  x 1,  y 1,  x 2,  y 2 (1 ≤ x 1 ≤ x 2 ≤ n, 1 ≤ y 1 ≤ y 2 ≤ n) — the       description of the first rectangle. The third line contains the description of the second rectangle       in the similar way.",The first line of the input contains an integer  n (2 ≤ n ≤ 216) — size of the field. For each query an integer between 0       and 2 is returned — the number of       initial rectangles that lie fully inside the query rectangle.,"To make a query you have to print ""?  x 1  y 1  x 2  y 2"" (without quotes)         (1 ≤ x 1 ≤ x 2 ≤ n, 1 ≤ y 1 ≤ y 2 ≤ n), where (x 1, y 1) stands for the position       of the bottom left cell of the query and (x 2, y 2) stands for the up right       cell of the query. You are allowed to ask no more than 200 queries. After each query you should       perform ""flush"" operation and read the answer. In case you suppose you've already determined the location of two       rectangles (or run out of queries) you should print ""!  x 11  y 11  x 12  y 12  x 21  y 21  x 22  y 22"" (without quotes),       where first four integers describe the bottom left and up right       cells of the first rectangle, and following four describe the       corresponding cells of the second rectangle. You can print the       rectangles in an arbitrary order. After you have printed the       answer, print the end of the line and perform ""flush"".       Your program should terminate immediately after it print the answer.",
714,"Today, hedgehog Filya went to school for the very first time!       Teacher gave him a homework which Filya was unable to complete       without your help. Filya is given an array of non-negative integers  a 1, a 2, ..., a  n. First, he pick an integer  x and then he adds  x to some elements of the array (no more than       once), subtract  x from some other elements (also, no more than       once) and do no change other elements. He wants all elements of       the array to be equal. Now he wonders if it's possible to pick such integer  x and change some elements of the array using this          x in order to make all elements equal.","The first line of the input contains an integer  n (1 ≤ n ≤ 100 000) — the number of       integers in the Filya's array. The second line contains  n integers  a 1, a 2, ..., a  n (0 ≤ a  i ≤ 109) —       elements of the array.","If it's impossible to make all elements of the array equal using       the process given in the problem statement, then print ""NO"" (without quotes) in the       only line of the output. Otherwise print ""YES"" (without quotes).","In the first sample Filya should select  x = 1, then add it to the first and the last       elements of the array and subtract from the second and the third elements."
715,"ZS the Coder has drawn an undirected graph of  n vertices numbered from 0 to  n - 1 and  m edges between them. Each edge of the graph is       weighted, each weight is a positive integer. The next day, ZS the Coder realized that some of the weights were       erased! So he wants to reassign positive integer weight to each       of the edges which weights were erased, so that the length of the       shortest path between vertices  s and  t in the resulting graph is exactly  L. Can you help him?","The first line contains five integers  n, m, L, s, t (2 ≤ n ≤ 1000,  1 ≤ m ≤ 10 000,  1 ≤ L ≤ 109,  0 ≤ s, t ≤ n - 1,  s ≠ t) —       the number of vertices, number of edges, the desired length of       shortest path, starting vertex and ending vertex respectively. Then,  m lines describing the edges of the graph follow.          i-th of them contains three integers,  u  i, v  i, w  i (0 ≤ u  i, v  i ≤ n - 1,  u  i ≠ v  i,  0 ≤ w  i ≤ 109).          u  i and  v  i denote the endpoints of the edge and          w  i denotes its weight. If  w  i is equal to 0 then the weight of the corresponding       edge was erased. It is guaranteed that there is at most one edge between any pair       of vertices.","Print ""NO""       (without quotes) in the only line if it's not possible to assign       the weights in a required way. Otherwise, print ""YES"" in the first line. Next          m lines should contain the edges of the resulting       graph, with weights assigned to edges which weights were erased.          i-th of them should contain three integers  u  i,  v  i and  w  i, denoting an edge between vertices  u  i and  v  i of weight  w  i. The edges of the new graph must       coincide with the ones in the graph from the input. The weights       that were not erased must remain unchanged whereas the new weights       can be any positive integer       not exceeding 1018.  The order of the edges in the output doesn't matter. The length       of the shortest path between  s and  t must be equal to  L. If there are multiple solutions, print any of them.","Here's how the graph in the first sample case looks like : In the first sample case, there is only one missing edge weight.       Placing the weight of 8 gives a       shortest path from 0 to 4 of length 13. In the second sample case, there is only a single edge. Clearly,       the only way is to replace the missing weight with 123456789. In the last sample case, there is no weights to assign but the       length of the shortest path doesn't match the required value, so       the answer is ""NO""."
716,"ZS the Coder loves to read the dictionary. He thinks that a word       is nice if there exists a         substring (contiguous       segment of letters) of it of length 26 where each letter of English alphabet       appears exactly once. In particular, if the string has length       strictly less than 26, no such       substring exists and thus it is not nice. Now, ZS the Coder tells you a word, where some of its letters are       missing as he forgot them. He wants to determine if it is possible       to fill in the missing letters so that the resulting word is nice.       If it is possible, he needs you to find an example of such a word       as well. Can you help him?","The first and only line of the input contains a single string          s (1 ≤ |s| ≤ 50 000), the word that ZS       the Coder remembers. Each character of the string is the uppercase       letter of English alphabet ('A'-'Z') or is a question mark ('?'),       where the question marks denotes the letters that ZS the Coder       can't remember.","If there is no way to replace all the question marks with uppercase letters such that the       resulting word is nice, then print  - 1 in the only line. Otherwise, print a string which denotes a possible nice word that       ZS the Coder learned. This string should match the string from the       input, except for the question marks replaced with uppercase       English letters. If there are multiple solutions, you may print any of them.","In the first sample case, ABCDEFGHIJKLMNOPQRZTUVWXYS is a       valid answer beacuse it contains a substring of length 26 (the whole string in this case) which       contains all the letters of the English alphabet exactly once.       Note that there are many possible solutions, such as ABCDEFGHIJKLMNOPQRSTUVWXYZ or         ABCEDFGHIJKLMNOPQRZTUVWXYS. In the second sample case, there are no missing letters. In       addition, the given string does not have a substring of length         26 that contains all the letters       of the alphabet, so the answer is  - 1. In the third sample case, any string of length 26 that contains all letters of the       English alphabet fits as an answer."
717,"R3D3 spent some time on an internship in MDCS. After earning       enough money, he decided to go on a holiday somewhere far, far       away. He enjoyed suntanning, drinking alcohol-free cocktails and       going to concerts of popular local bands. While listening to       ""The White Buttons"" and their hit song ""Dacan the       Baker"", he met another robot for whom he was sure is the love       of his life. Well, his summer, at least. Anyway, R3D3 was too shy       to approach his potential soulmate, so he decided to write her a       love letter. However, he stumbled upon a problem. Due to a       terrorist threat, the Intergalactic Space Police was monitoring       all letters sent in the area. Thus, R3D3 decided to invent his own       alphabet, for which he was sure his love would be able to decipher. There are  n letters in R3D3’s alphabet, and he wants to       represent each letter as a sequence of '0' and '1', so that no letter’s sequence       is a prefix of another letter's sequence. Since the Intergalactic       Space Communications Service has lately introduced a tax for       invented alphabets, R3D3 must pay a certain amount of money for       each bit in his alphabet’s code (check the sample test for       clarifications). He is too lovestruck to think clearly, so he       asked you for help. Given the costs  c 0 and  c 1 for each '0' and '1' in R3D3’s alphabet,       respectively, you should come up with a coding for the alphabet       (with properties as above) with minimum total cost.","The first line of input contains three integers  n (2 ≤ n ≤ 108),  c 0 and  c 1 (0 ≤ c 0, c 1 ≤ 108) — the number of letters in the       alphabet, and costs of '0'       and '1', respectively. ",Output a single integer — minimum possible total a cost of the       whole alphabet.,"There are 4 letters in the       alphabet. The optimal encoding is ""00"", ""01"", ""10"", ""11"". There are 4 zeroes and 4 ones used, so the total cost is 4·1 + 4·2 = 12."
718,"R3D3 spent some time on an internship in MDCS. After earning       enough money, he decided to go on a holiday somewhere far, far       away. He enjoyed suntanning, drinking alcohol-free cocktails and       going to concerts of popular local bands. While listening to       ""The White Buttons"" and their hit song ""Dacan the       Baker"", he met another robot for whom he was sure is the love       of his life. Well, his summer, at least. Anyway, R3D3 was too shy       to approach his potential soulmate, so he decided to write her a       love letter. However, he stumbled upon a problem. Due to a       terrorist threat, the Intergalactic Space Police was monitoring       all letters sent in the area. Thus, R3D3 decided to invent his own       alphabet, for which he was sure his love would be able to decipher. There are  n letters in R3D3’s alphabet, and he wants to       represent each letter as a sequence of '0' and '1', so that no letter’s sequence       is a prefix of another letter's sequence. Since the Intergalactic       Space Communications Service has lately introduced a tax for       invented alphabets, R3D3 must pay a certain amount of money for       each bit in his alphabet’s code (check the sample test for       clarifications). He is too lovestruck to think clearly, so he       asked you for help. Given the costs  c 0 and  c 1 for each '0' and '1' in R3D3’s alphabet,       respectively, you should come up with a coding for the alphabet       (with properties as above) with minimum total cost.","The first line of input contains three integers  n (2 ≤ n ≤ 108),  c 0 and  c 1 (0 ≤ c 0, c 1 ≤ 108) — the number of letters in the       alphabet, and costs of '0'       and '1', respectively. ",Output a single integer — minimum possible total a cost of the       whole alphabet.,"There are 4 letters in the       alphabet. The optimal encoding is ""00"", ""01"", ""10"", ""11"". There are 4 zeroes and 4 ones used, so the total cost is 4·1 + 4·2 = 12."
719,"Anatoly lives in the university dorm as many other students do.       As you know, cockroaches are also living there together with       students. Cockroaches might be of two colors: black and red. There       are  n cockroaches living in Anatoly's room. Anatoly just made all his cockroaches to form a single line. As       he is a perfectionist, he would like the colors of cockroaches in       the line to alternate. He       has a can of black paint and a can of red paint. In one turn he       can either swap any two cockroaches, or take any single cockroach       and change it's color. Help Anatoly find out the minimum number of turns he needs to       make the colors of cockroaches in the line alternate.","The first line of the input contains a single integer  n (1 ≤ n ≤ 100 000) — the number of cockroaches. The second line contains a string of length  n, consisting of characters 'b' and 'r' that denote black cockroach       and red cockroach respectively.",Print one integer — the minimum number of moves Anatoly has to       perform in order to make the colors of cockroaches in the line to alternate.,"In the first sample, Anatoly has to swap third and fourth       cockroaches. He needs 1 turn to do this. In the second sample, the optimum answer is to paint the second       and the fourth cockroaches red. This requires 2 turns. In the third sample, the colors of cockroaches in the line are       alternating already, thus the answer is 0."
720,"Tree is a connected undirected graph that has no cycles. Edge       cactus is a connected undirected graph without loops and parallel       edges, such that each edge belongs to at most one cycle. Vasya has an edge cactus, each edge of this graph has some color. Vasya would like to remove the minimal number of edges in such       way that his cactus turned to a tree. Vasya wants to make it in       such a way that there were edges of as many different colors in       the resulting tree, as possible. Help him to find how many       different colors can the resulting tree have.","The first line contains two integers:  n,  m (2 ≤ n ≤ 10 000) — the number of       vertices and the number of edges in Vasya's graph, respectively. The following  m lines contain three integers each:  u,  v,  c (1 ≤ u, v ≤ n,  u ≠ v, 1 ≤ c ≤ m) — the numbers of       vertices connected by the corresponding edge, and its color. It is       guaranteed that the described graph is indeed an edge cactus.",Output one integer: the maximal number of different colors that       the resulting tree can have.,
